1477010443000000,2.34911
1477010443100000,2.14106
1477010443200000,1.61331
1477010443300000,2.11215
1477010443400000,0.300631
1477010443500000,2.49767
1477010443600000,3.33489
1477010443700000,1.14505
1477010443800000,1.46201
1477010443900000,1.81462
1477010444000000,3.59122
1477010444100000,0.202734
1477010444200000,2.30884
1477010444300000,5.37109
1477010444400000,2.1358
1477010444500000,6.4569
1477010444600000,6.90777
1477010444700000,4.00481
1477010444800000,3.47823
1477010444900000,2.26088
1477010445000000,3.04822
1477010445100000,0.692884
1477010445200000,1.57303
1477010445300000,0.719102
1477010445400000,2.96791
1477010445500000,9.27192
1477010445600000,0.115599
1477010445700000,1.82925
1477010445800000,3.37381
1477010445900000,2.17775
1477010446000000,1.31248
1477010446100000,1.45159
1477010446200000,0.840618
1477010446300000,2.74398
1477010446400000,1.99325
1477010446500000,3.05479
1477010446600000,0.429516
1477010446700000,0.910627
1477010446800000,0.190619
1477010446900000,0.651107
1477010447000000,4.25216
1477010447100000,0.402481
1477010447200000,2.1755
1477010447300000,0.499525
1477010447400000,1.06663
1477010447500000,1.67429
1477010447600000,7.91597
1477010447700000,2.0087
1477010447800000,4.97614
1477010447900000,8.12432
1477010448000000,4.53232
1477010448100000,2.84081
1477010448200000,2.18551
1477010448300000,1.32079
1477010448400000,0.815268
1477010448500000,1.33998
1477010448600000,3.22955
1477010448700000,6.21182
1477010448800000,2.09881
1477010448900000,2.01147
1477010449000000,0.296181
1477010449100000,5.56559
1477010449200000,6.05313
1477010449300000,0.633151
1477010449400000,3.79463
1477010449500000,6.26287
1477010449600000,1.82624
1477010449700000,3.04428
1477010449800000,3.2214
1477010449900000,9.81564
1477010450000000,3.20246
1477010450100000,5.42135
1477010450200000,2.54737
1477010450300000,1.05157
1477010450400000,0.0565228
1477010450500000,1.05867
1477010450600000,2.55608
1477010450700000,2.63608
1477010450800000,0.924749
1477010450900000,1.01126
1477010451000000,4.03383
1477010451100000,5.02922
1477010451200000,1.31794
1477010451300000,0.67322
1477010451400000,1.95637
1477010451500000,4.74466
1477010451600000,0.0867823
1477010451700000,3.11597
1477010451800000,0.358067
1477010451900000,0.542969
1477010452000000,2.99459
1477010452100000,1.57124
1477010452200000,1.76571
1477010452300000,4.83661
1477010452400000,1.55631
1477010452500000,1.14125
1477010452600000,6.78836
1477010452700000,3.37984
1477010452800000,2.44387
1477010452900000,2.17752
1477010453000000,2.82786
1477010453100000,4.45414
1477010453200000,0.348518
1477010453300000,2.91488
1477010453400000,0.902004
1477010453500000,2.06184
1477010453600000,1.99116
1477010453700000,1.7717
1477010453800000,0.397532
1477010453900000,1.72854
1477010454000000,3.68389
1477010454100000,3.1484
1477010454200000,2.36348
1477010454300000,1.47639
1477010454400000,3.17567
1477010454500000,1.19945
1477010454600000,0.848419
1477010454700000,2.10105
1477010454800000,2.33208
1477010454900000,2.50499
1477010455000000,5.46501
1477010455100000,3.9062
1477010455200000,2.70443
1477010455300000,3.15524
1477010455400000,3.88538
1477010455500000,1.5222
1477010455600000,0.716347
1477010455700000,1.63487
1477010455800000,1.6793
1477010455900000,4.10297
1477010456000000,0.414977
1477010456100000,0.381285
1477010456200000,3.36813
1477010456300000,0.0566338
1477010456400000,1.3986
1477010456500000,5.69513
1477010456600000,5.58219
1477010456700000,3.50902
1477010456800000,4.64955
